train_idx,Time,Open,High,Low,Close,Volume,label
920,2010-02-12,1.36608,1.36873,1.3580517173481956,1.36305,157383.50174745618,1
921,2010-02-14,1.3624,1.36294,1.36032,1.36204,4587.0,0
922,2010-02-15,1.36214,1.36323,1.35767,1.36048,79896.0,0
923,2010-02-16,1.36053,1.37778,1.3601,1.37664,80757.0,0
924,2010-02-17,1.37661,1.37892,1.35618,1.35734,80384.0,1
925,2010-02-18,1.35736,1.36529,1.34431,1.34903,81197.0,1
926,2010-02-19,1.34883,1.36082,1.34525,1.36082,75091.0,0
927,2010-02-21,1.3633,1.36451,1.35993,1.36274,5735.0,0
928,2010-02-22,1.36288,1.36534,1.35723,1.36024,80005.0,0
929,2010-02-23,1.36001,1.36917,1.3495,1.35134,80446.0,1
930,2010-02-24,1.35158,1.36253,1.35113,1.35124,80271.0,1
931,2010-02-25,1.35123,1.35696,1.34484,1.35468,81379.0,0
932,2010-02-26,1.35446,1.36825,1.35433,1.3628,74021.0,0
933,2010-02-28,1.36207,1.36482,1.36134,1.36326,6323.0,1
934,2010-03-01,1.36322,1.36538,1.34589,1.35333,80541.0,1
935,2010-03-02,1.35327,1.36507,1.34345,1.36203,80041.0,1
936,2010-03-03,1.36192,1.37356,1.35898,1.36914,80450.0,0
937,2010-03-04,1.369,1.37108,1.35504,1.35807,80182.0,1
938,2010-03-05,1.35802,1.36297,1.35288,1.36222,73779.0,0
939,2010-03-07,1.36316,1.3664,1.36232,1.3656,4623.0,0
941,2010-03-09,1.36212,1.36348,1.35337,1.35948,79293.0,1
942,2010-03-10,1.35941,1.36795,1.35416,1.36298,80070.0,1
943,2010-03-11,1.36279,1.36881,1.36175,1.36805,79912.0,0
944,2010-03-12,1.36809,1.37981,1.36671,1.37653,74385.0,0
945,2010-03-14,1.37699,1.37778,1.37476,1.37498,8261.0,0
946,2010-03-15,1.3748,1.37604,1.36382,1.3672,79882.0,0
947,2010-03-16,1.36703,1.37808,1.36549,1.37651,79969.0,0
948,2010-03-17,1.37634,1.38171,1.37092,1.37231,79677.0,0
949,2010-03-18,1.37746625,1.37746625,1.35826,1.36169,79940.0,0
950,2010-03-19,1.36148,1.36269,1.34997,1.35287,72288.0,0
951,2010-03-21,1.3534,1.35387,1.35058,1.35114,8961.0,0
952,2010-03-22,1.3511,1.35679,1.34606,1.35453,13257.833333333334,0
953,2010-03-23,1.35457,1.35624,1.34584,1.347,80445.0,0
954,2010-03-24,1.34727,1.34727,1.33017,1.3335,79483.0,1
955,2010-03-25,1.33332,1.33881,1.32658,1.33078,79672.0,1
956,2010-03-26,1.33047,1.34246,1.33022,1.34081,71440.0,1
957,2010-03-28,1.34147,1.34903,1.34147,1.34362,8590.0,1
958,2010-03-29,1.34359,1.35051,1.34149,1.34736,80370.0,1
959,2010-03-30,1.34712,1.35348,1.33931,1.34158,79268.0,1
960,2010-03-31,1.34157,1.356,1.33819,1.35283,79135.0,0
961,2010-04-01,1.35289,1.35904,1.34575,1.35677,79408.0,0
962,2010-04-02,1.35685,1.35822,1.34713,1.35012,71078.0,0
963,2010-04-04,1.3497,1.35312,1.3479,1.3525,8399.0,0
964,2010-04-05,1.35217,1.3538,1.34403,1.34415,79426.0,0
965,2010-04-06,1.34427,1.34479,1.33536,1.3374,79408.0,1
966,2010-04-07,1.33747,1.34018,1.33201,1.33295,80076.0,1
967,2010-04-08,1.33349,1.33815,1.32786,1.33602,79781.0,1
968,2010-04-09,1.33584,1.34989,1.33363,1.34965,71298.0,1
969,2010-04-11,1.3529,1.36742,1.3529,1.36327,7783.0,1
970,2010-04-12,1.36321,1.36905,1.35637,1.3572,79831.0,0
971,2010-04-13,1.35709,1.36442,1.35437,1.36402,79771.0,0
972,2010-04-14,1.36392,1.367946523967892,1.35929,1.36482,79771.0,0
973,2010-04-15,1.36513,1.36575,1.35169,1.35391,79648.0,0
974,2010-04-16,1.35399,1.35629,1.34703,1.35013,70920.0,0
975,2010-04-18,1.3497,1.3497,1.34633,1.34681,7898.0,0
976,2010-04-19,1.34657,1.34987,1.34124,1.34922,79977.0,0
977,2010-04-20,1.34923,1.35222,1.34021,1.34131,80362.0,0
978,2010-04-21,1.34131,1.34495,1.33561,1.33865,79584.0,1
979,2010-04-22,1.33881,1.34209,1.32014,1.32275,79104.0,1
980,2010-04-23,1.32281,1.33995,1.3202,1.33818,70095.0,0
981,2010-04-25,1.33773,1.33957,1.33313,1.33878,7874.0,0
982,2010-04-26,1.3387,1.34131,1.32892,1.3375,80151.0,0
983,2010-04-27,1.33749,1.33873,1.31419,1.31676,79217.0,1
984,2010-04-28,1.31689,1.32654,1.31117,1.31894,79785.0,1
985,2010-04-29,1.31918,1.3265106132426292,1.31819,1.32342,80529.0,0
986,2010-04-30,1.32333,1.33418,1.32333,1.32936,71353.0,0
987,2010-05-02,1.32974,1.33586,1.32539,1.32569,8908.0,0
988,2010-05-03,1.32614,1.32709,1.31498,1.3206,79861.0,0
989,2010-05-04,1.32052,1.3213,1.29505,1.29506,79871.0,0
990,2010-05-05,1.29455,1.29952,1.27847,1.28365,80852.0,1
991,2010-05-06,1.28335,1.28539,1.25187,1.2612,80791.0,1
992,2010-05-07,1.26129,1.27974,1.26053,1.27476,71910.0,0
993,2010-05-09,1.27799,1.29481,1.27799,1.28453,8959.0,0
994,2010-05-10,1.28448,1.30918,1.27206,1.27664,80080.0,0
995,2010-05-11,1.27704,1.27996,1.26141,1.26272,79697.0,0
996,2010-05-12,1.26262,1.27395,1.26032,1.26327,80633.0,0
997,2010-05-13,1.26315,1.26315,1.25135,1.25239,79796.0,0
998,2010-05-14,1.25217,1.25756,1.23522,1.23583,71084.0,0
999,2010-05-16,1.23537,1.2389314699075644,1.23314,1.23451,8472.0,1
1000,2010-05-17,1.23443,1.24134,1.22373,1.2341,80177.0,1
1001,2010-05-18,1.23402,1.24436,1.21429,1.21624,80322.0,1
1002,2010-05-19,1.21636,1.24304,1.21485,1.23525,80082.0,1
1003,2010-05-20,1.23521,1.25969,1.22951,1.2521,79952.0,0
1004,2010-05-21,1.2525,1.26704,1.24689,1.25688,71429.0,0
1005,2010-05-23,1.25667,1.25667,1.24994,1.2502,7837.0,0
1006,2010-05-24,1.25021,1.25243,1.22883,1.23012,80339.0,1
1007,2010-05-25,1.22976,1.2387,1.21747,1.23111,80198.0,0
1008,2010-05-26,1.23107,1.23433,1.21498,1.21965,80545.0,1
1009,2010-05-27,1.21959,1.23936,1.21813,1.23195,80174.0,0
1010,2010-05-28,1.23181,1.24518,1.22614,1.22697,72061.0,0
1011,2010-05-30,1.22748,1.23131,1.22568,1.22947,7928.0,0
1012,2010-05-31,1.22977,1.23335,1.22447,1.2284350000000002,79774.0,0
1013,2010-06-01,1.22562,1.23521,1.2108,1.22517,80638.0,0
1014,2010-06-02,1.22516,1.22803,1.21741,1.22766,81009.0,0
1015,2010-06-03,1.22757,1.23263,1.21492,1.21689,79509.0,0
1016,2010-06-04,1.21672,1.22146,1.19536,1.19637,71910.0,0
1017,2010-06-06,1.19602,1.19649,1.18826,1.19069,8180.0,1
1018,2010-06-07,1.19074,1.19908,1.18746,1.19392,80514.0,1
1019,2010-06-08,1.19413,1.20093,1.18989,1.19352,80659.0,1
1020,2010-06-09,1.19373,1.1991821941108507,1.19198,1.1959,79368.0,1
1021,2010-06-10,1.19561,1.21439,1.19543,1.21155,79856.0,1
1022,2010-06-11,1.21152,1.21526,1.2044,1.21095,71873.0,1
1023,2010-06-13,1.21157,1.22059,1.2112,1.21732,9036.0,1
1024,2010-06-14,1.21732,1.22997,1.21596,1.2225,79926.0,1
1025,2010-06-15,1.22254,1.23494,1.21628,1.23101,81516.0,1
1026,2010-06-16,1.2311,1.23517,1.22518,1.2278,80645.0,1
1027,2010-06-17,1.22742,1.24141,1.22393,1.23785,79612.0,0
1028,2010-06-18,1.23802,1.24153,1.23504,1.23882,71765.0,0
1029,2010-06-20,1.23952,1.2466,1.23952,1.24224,8703.0,0
1030,2010-06-21,1.24215,1.24659,1.23008,1.23203,79853.0,0
1031,2010-06-22,1.23217,1.235,1.22449,1.22462,80611.0,1
1032,2010-06-23,1.22487,1.23438,1.22074,1.23295,81048.0,1
1033,2010-06-24,1.23295,1.23872,1.23046,1.23046,80030.0,0
1034,2010-06-25,1.2305,1.23934,1.22504,1.23671,71746.0,0
1035,2010-06-27,1.23714,1.23974,1.23659,1.2391,8825.0,0
1036,2010-06-28,1.23922,1.23945,1.22631,1.22801,11467.0,1
1037,2010-06-29,1.228,1.22887,1.21485,1.21804,79778.0,1
1038,2010-06-30,1.21784,1.23032,1.21738,1.22132,80558.0,1
1039,2010-07-01,1.22102,1.2538,1.21914,1.25101,81866.0,0
1040,2010-07-02,1.25064,1.26106,1.24794,1.25624,71665.0,1
1041,2010-07-04,1.25547,1.25647,1.25202,1.25259,7889.0,1
1042,2010-07-05,1.25259,1.25568,1.24783,1.24872,80504.0,1
1043,2010-07-06,1.24861,1.26617,1.24844,1.25965,79377.0,1
1044,2010-07-07,1.25982,1.26676,1.25516,1.26501,80025.0,0
1045,2010-07-08,1.26491,1.27107,1.26315,1.2676,80505.0,0
1046,2010-07-09,1.26757,1.27213,1.26079,1.26376,71157.0,1
1047,2010-07-11,1.26356,1.26465,1.26044,1.26092,8503.0,1
1048,2010-07-12,1.26076,1.26164,1.25477,1.26071,79898.0,1
1049,2010-07-13,1.26049,1.27373,1.25216,1.2707,80005.0,1
1050,2010-07-14,1.27093,1.27778,1.26807,1.27118,79668.0,1
1051,2010-07-15,1.27127,1.29546,1.271,1.29116,80159.0,1
1052,2010-07-16,1.29094,1.30056,1.28867,1.29283,71429.0,0
1053,2010-07-18,1.29231,1.29231,1.28801,1.28891,8418.0,0
1054,2010-07-19,1.28896,1.29908,1.28675,1.29384,80190.0,0
1055,2010-07-20,1.2938,1.30272,1.28377,1.2886,79798.0,1
1056,2010-07-21,1.28861,1.2912,1.27293,1.27463,80472.0,1
1057,2010-07-22,1.27456,1.29315,1.2739,1.28931,80223.0,1
1058,2010-07-23,1.28931,1.29649,1.2792,1.29075,71889.0,1
1059,2010-07-25,1.28977,1.2938,1.28735,1.29081,9210.0,1
1060,2010-07-26,1.29092,1.30055,1.28852,1.2978,79877.0,1
1061,2010-07-27,1.29782,1.30456,1.29493,1.29732,80434.0,1
1062,2010-07-28,1.29709,1.30417,1.29653,1.29834,80597.0,1
1063,2010-07-29,1.29824,1.31041,1.29767,1.30482,80907.0,1
1064,2010-07-30,1.30512,1.30927,1.29775,1.3053825000000001,70572.0,1
1065,2010-08-01,1.30533,1.30817,1.30498,1.30737,8765.0,1
1066,2010-08-02,1.30725,1.31937,1.30532,1.3169,80820.0,1
1067,2010-08-03,1.31697,1.32615,1.3144,1.32188,80197.0,1
1068,2010-08-04,1.32189,1.32383,1.31294,1.31575,80186.0,1
1069,2010-08-05,1.31582,1.32348,1.31173,1.31782,80045.0,1
1070,2010-08-06,1.31781,1.33333,1.31543,1.32753,71170.0,0
1071,2010-08-08,1.32851,1.32959,1.32699,1.32815,8923.0,0
1072,2010-08-09,1.32819,1.3307,1.31823,1.31902,80246.0,0
1073,2010-08-10,1.31895,1.32266,1.30733,1.3107,81267.0,0
1074,2010-08-11,1.3107,1.3107,1.2827,1.28722,80333.0,0
1075,2010-08-12,1.28705,1.29315,1.27802,1.28319,80520.0,0
1076,2010-08-13,1.28315,1.29056,1.27458,1.27495,72088.0,1
1077,2010-08-15,1.2755,1.27737,1.27318,1.2751,8009.0,1
1078,2010-08-16,1.27501,1.28699,1.27383,1.28184,80441.0,0
1079,2010-08-17,1.28199,1.29155,1.28161,1.28552,80386.0,0
1080,2010-08-18,1.28547,1.29203,1.27806,1.28051,80070.0,0
1081,2010-08-19,1.28031,1.29023,1.27714,1.27995,79828.0,0
1082,2010-08-20,1.28014,1.28316,1.26603,1.27075,71633.0,0
1083,2010-08-22,1.27026,1.27122,1.26866,1.27015,8062.0,0
1084,2010-08-23,1.27014,1.27296,1.2621,1.26377,79506.0,1
1085,2010-08-24,1.26379,1.27185,1.25837,1.26514,80749.0,1
1086,2010-08-25,1.26512,1.27235,1.26048,1.2661,78769.0,1
1087,2010-08-26,1.26621,1.2763,1.26577,1.27025,80383.0,0
1088,2010-08-27,1.27036,1.27785,1.2675,1.27595,71507.0,0
1089,2010-08-29,1.27575,1.2769,1.27334,1.27411,8256.0,1
1090,2010-08-30,1.27412,1.27548,1.26302,1.26461,79748.0,1
1091,2010-08-31,1.26469,1.27428,1.26469,1.26735,79452.0,1
1092,2010-09-01,1.26754,1.28542,1.26695,1.28054,79808.0,1
1093,2010-09-02,1.28081,1.28475,1.27735,1.28175,79769.0,0
1094,2010-09-03,1.28172,1.28971,1.28055,1.28945,71042.0,0
1095,2010-09-05,1.28903,1.28957,1.28681,1.28787,8768.0,0
1096,2010-09-06,1.2878,1.29176,1.2787,1.28091,79667.0,0
1097,2010-09-07,1.28107,1.28173,1.26731,1.26928,79990.0,0
1098,2010-09-08,1.26925,1.27628,1.26577,1.27212,80372.0,1
1099,2010-09-09,1.27205,1.27657,1.26618,1.26781,79923.0,1
1100,2010-09-10,1.26775,1.27463,1.26425,1.26801,70842.0,1
1101,2010-09-12,1.26748,1.2793,1.26748,1.27823,8923.0,1
1102,2010-09-13,1.2781,1.28917,1.27732,1.28532,80670.0,1
1103,2010-09-14,1.28532,1.30345,1.28265,1.3007,79974.0,1
1104,2010-09-15,1.30057,1.30369,1.29517,1.29926,79932.0,1
1105,2010-09-16,1.29915,1.31149,1.29727,1.30621,79650.0,1
1106,2010-09-17,1.30615,1.31587,1.30181,1.30474,72019.0,1
1107,2010-09-19,1.3055,1.30654,1.30317,1.30625,8667.0,1
1108,2010-09-20,1.30647,1.31203,1.30313,1.30707,81455.0,1
1109,2010-09-21,1.30735,1.33107,1.30598,1.311875,80199.0,1
1110,2010-09-22,1.33047,1.34387,1.3265,1.34047,80208.0,1
1111,2010-09-23,1.34052,1.34124,1.32833,1.33142,80753.0,1
1112,2010-09-24,1.33157,1.34944,1.33028,1.34884,71248.0,1
1113,2010-09-26,1.34842,1.34947,1.34644,1.3475,56133.0,1
1114,2010-09-27,1.34721,1.35061,1.34232,1.34419,80503.0,1
1115,2010-09-28,1.34408,1.35755,1.33777,1.35755,80296.0,1
1116,2010-09-29,1.35753,1.365062784134528,1.35642,1.36298,80214.0,1
1117,2010-09-30,1.36307,1.36836,1.35594,1.36481,80566.0,1
1118,2010-10-01,1.36513,1.37923,1.36276,1.37887,72211.0,1
1119,2010-10-03,1.37923,1.38055,1.37501,1.37515,7842.0,1
1120,2010-10-04,1.37523,1.37844,1.36412,1.36702,80181.0,1
1121,2010-10-05,1.36725,1.38588,1.36343,1.3834,80555.0,1
1122,2010-10-06,1.38343,1.39477,1.37977,1.39164,80599.0,1
1123,2010-10-07,1.39143,1.40274,1.38536,1.39087,80177.0,0
1124,2010-10-08,1.39073,1.39806,1.38332,1.39353,71608.0,1
1125,2010-10-10,1.39474,1.40091,1.39474,1.39635,8201.0,1
1126,2010-10-11,1.39625,1.39916,1.38537,1.38596,79573.0,1
1127,2010-10-12,1.3861,1.39434,1.37727,1.3939,79917.0,1
1128,2010-10-13,1.39391,1.40464,1.391,1.40352,79548.0,0
1129,2010-10-14,1.40356,1.41218,1.40059,1.40347,79964.0,0
1130,2010-10-15,1.40345,1.41561,1.39364,1.39742,71594.0,0
1131,2010-10-17,1.398,1.39899,1.39167,1.39285,12233.0,1
1132,2010-10-18,1.393,1.39984,1.38278,1.39697,83235.0,0
1133,2010-10-19,1.39717,1.39749,1.36961,1.37406,83947.0,1
1134,2010-10-20,1.37402,1.39904,1.37321,1.39504,84442.0,1
1135,2010-10-21,1.39549,1.4049,1.38703,1.39048,84921.0,1
1136,2010-10-22,1.39038,1.39709,1.38566,1.39522,72100.0,0
1137,2010-10-24,1.3957,1.40178,1.39309,1.40161,13224.0,0
1138,2010-10-25,1.40166,1.40794,1.39056,1.39616,84141.0,0
1139,2010-10-26,1.39618,1.39815,1.38216,1.38654,84810.0,1
1140,2010-10-27,1.38663,1.38689,1.37324,1.38068,85550.0,1
1141,2010-10-28,1.38072,1.39499,1.37892,1.39055,84291.0,0
1142,2010-10-29,1.39057,1.39459,1.38038,1.39451,75108.0,1
1143,2010-10-31,1.39508,1.3981,1.39267,1.39583,8835.0,1
1144,2010-11-01,1.39614,1.4011,1.3862,1.39035,84265.0,1
1145,2010-11-02,1.39014,1.40573,1.38788,1.40307,83580.0,0
1146,2010-11-03,1.40317,1.41465,1.39885,1.41068,84405.0,0
1147,2010-11-04,1.41076,1.42817,1.40996,1.41984,157383.50156598107,0
1148,2010-11-05,1.41969,1.42289,1.40207,1.40296,73121.0,0
1149,2010-11-07,1.40581,1.40825,1.40405,1.40552,7931.0,0
1150,2010-11-08,1.40545,1.4056,1.38628,1.38628,84731.0,0
1151,2010-11-09,1.38635,1.39717,1.37342,1.3771,83473.0,0
1152,2010-11-10,1.37731,1.38251,1.36691,1.37759,83461.0,0
1153,2010-11-11,1.37751,1.38205,1.36027,1.36562,84349.0,0
1154,2010-11-12,1.36544,1.37759,1.35714,1.36895,75819.0,0
1155,2010-11-14,1.37046,1.37255,1.3659545410492093,1.37078,8355.0,0
1156,2010-11-15,1.37088,1.37498,1.35606,1.35844,83449.0,1
1157,2010-11-16,1.35844,1.36547,1.34467,1.34789,91675.0,1
1158,2010-11-17,1.34791,1.3569,1.34791,1.35652,79242.0,1
1159,2010-11-18,1.3565,1.3667,1.3545,1.3645,81684.0,0
1160,2010-11-19,1.3645,1.37311,1.36082,1.36716,68407.0,0
1161,2010-11-21,1.37159,1.37564,1.37101,1.37459,5273.0,0
1162,2010-11-22,1.37457,1.37859,1.35764,1.35867,65971.0,0
1163,2010-11-23,1.35872,1.36058,1.33601,1.3383,94005.0,0
1164,2010-11-24,1.33814,1.34209,1.32839,1.33224,88380.0,0
1165,2010-11-25,1.33222,1.3387,1.32864,1.33385,79159.0,0
1166,2010-11-26,1.33387,1.3347,1.32001,1.32395,68614.0,0
1167,2010-11-28,1.32792,1.32872,1.31963,1.32119,7785.0,0
1168,2010-11-29,1.3212,1.32999,1.30638,1.31176,150400.0,1
1169,2010-11-30,1.31176,1.31497,1.29685,1.29935,236481.0,1
1170,2010-12-01,1.29937,1.3178,1.29707,1.31214,208028.0,1
1171,2010-12-02,1.31214,1.32468,1.30599,1.32062,205707.0,1
1172,2010-12-03,1.32062,1.34376,1.31927,1.34135,163862.0,0
1173,2010-12-05,1.33773,1.34218,1.33678,1.3374,12881.0,0
1174,2010-12-06,1.3374,1.33861,1.32459,1.32875,169176.0,0
1175,2010-12-07,1.32873,1.34,1.32359,1.32641,181619.0,0
1176,2010-12-08,1.32639,1.32796,1.31798,1.32615,188104.0,0
1177,2010-12-09,1.32618,1.33223,1.31643,1.32298,172900.0,1
1178,2010-12-10,1.32298,1.32819,1.31785,1.32218,135209.0,1
1179,2010-12-12,1.31937,1.32513375,1.31881,1.32513375,8243.0,1
1180,2010-12-13,1.3189,1.34329,1.31821,1.33751,169255.0,0
1181,2010-12-14,1.33754,1.34979,1.33456,1.33531,198247.0,0
1183,2010-12-16,1.32284,1.32655,1.31809,1.32485,171643.0,0
1184,2010-12-17,1.32486,1.33581,1.31329,1.31864,158849.0,0
1185,2010-12-19,1.31812,1.31849,1.31251,1.3128,11344.0,0
1186,2010-12-20,1.31281,1.3202144155583226,1.30943,1.31213,182472.0,0
1187,2010-12-21,1.31213,1.32014,1.30732,1.3124,188484.0,0
1188,2010-12-22,1.31236,1.31806,1.3078,1.31028,158194.0,1
1189,2010-12-23,1.3103,1.31512,1.3055,1.3112,132868.0,1
1190,2010-12-24,1.31116,1.31475,1.30976,1.31188,56142.0,0
1191,2010-12-26,1.3111,1.31162,1.30716,1.31076,12362.0,1
1192,2010-12-27,1.31076,1.32485,1.30936,1.32325,96820.0,1
1193,2010-12-28,1.32329,1.3274,1.30827,1.31032,134283.0,1
1194,2010-12-29,1.31029,1.32415,1.31026,1.32382,133143.0,1
1195,2010-12-30,1.32382,1.33137,1.32235,1.32982,125292.0,1
1196,2010-12-31,1.32982,1.34238,1.32883,1.33851,108464.0,0
1197,2011-01-02,1.33436,1.33615,1.33166,1.33211,11352.0,0
1198,2011-01-03,1.33212,1.33947,1.325,1.33394,158492.0,0
1199,2011-01-04,1.33394,1.34298,1.32825,1.32966,203148.0,0
1200,2011-01-05,1.32964,1.32978,1.31262,1.31436,191555.0,0
1201,2011-01-06,1.31436,1.3167225,1.29723,1.3167225,157383.50176486236,0
1202,2011-01-07,1.30079,1.30209,1.29045,1.2906,164887.0,1
1203,2011-01-09,1.28745,1.29055,1.28713,1.29029,8822.0,1
1204,2011-01-10,1.29029,1.29658,1.28739,1.29319,153953.0,1
1205,2011-01-11,1.2932,1.29957,1.2907,1.29836,185526.0,1
1206,2011-01-12,1.29843,1.31428,1.29621,1.31288,186796.0,1
1207,2011-01-13,1.31288,1.33829,1.30886,1.33443,184814.0,0
1208,2011-01-14,1.33444,1.34521,1.33142,1.33868,164596.0,1
1209,2011-01-16,1.33812,1.33847,1.3322226746418036,1.33584,9332.0,1
1210,2011-01-17,1.33586,1.33619,1.32441,1.32641,159858.0,1
1211,2011-01-18,1.32641,1.34622,1.32582,1.33964,209405.0,1
1212,2011-01-19,1.33964,1.35379,1.33959,1.34419,217134.0,1
1213,2011-01-20,1.34416,1.35218,1.33958,1.3463,228772.0,1
1214,2011-01-21,1.3463,1.36247,1.34529,1.36204,188375.0,1
1215,2011-01-23,1.36388,1.36417,1.35906,1.35929,10398.0,1
1216,2011-01-24,1.35932,1.36852,1.35407,1.36442,183420.0,1
1217,2011-01-25,1.36444,1.37038,1.35742,1.3664,212789.0,0
1218,2011-01-26,1.3664,1.37212,1.36449,1.37036,182537.0,0
1219,2011-01-27,1.37033,1.37572,1.36385,1.37331,176421.0,0
1220,2011-01-28,1.37332,1.37458,1.35831,1.36099,158610.0,1
1221,2011-01-30,1.35866,1.36519875,1.3571,1.36519875,10996.0,1
1222,2011-01-31,1.35814,1.37391,1.35699,1.37159,195337.0,0
1223,2011-02-01,1.37159,1.38422,1.37004,1.38288,202224.0,0
1224,2011-02-02,1.38287,1.38612,1.374132358193922,1.38063,197773.0,0
1225,2011-02-03,1.38063,1.38246,1.3609,1.36189,202375.0,0
1226,2011-02-04,1.36189,1.36492,1.35431,1.35798,167745.0,1
1227,2011-02-06,1.3559,1.35868,1.3559,1.35765,12111.0,1
1228,2011-02-07,1.35765,1.36262,1.35079,1.3581,200520.0,1
1229,2011-02-08,1.35813,1.36881,1.3564543672804044,1.36316,217953.0,0
1230,2011-02-09,1.36316,1.37428,1.36106,1.37102,175154.0,0
1231,2011-02-10,1.37102,1.37195,1.35771,1.36171,157383.50166181423,0
1232,2011-02-11,1.36172,1.36195,1.34972,1.35504,142153.0,0
1233,2011-02-13,1.3506,1.35297,1.3501,1.35239,12832.0,1
1234,2011-02-14,1.35242,1.35582,1.3428,1.34997,169064.0,1
1235,2011-02-15,1.34998,1.35504,1.34609,1.35087,191692.0,1
1236,2011-02-16,1.35087,1.35879,1.34619,1.35746,207863.0,1
1237,2011-02-17,1.35744,1.36268,1.35368,1.36121,199872.0,1
1238,2011-02-18,1.36121,1.37144,1.35459,1.36921,187767.0,1
1239,2011-02-20,1.36972,1.37147,1.36864,1.36943,11041.0,1
1240,2011-02-21,1.36943,1.37085,1.36265,1.36336,128956.0,1
1241,2011-02-22,1.36336,1.3703,1.35269,1.36931,233632.0,1
1242,2011-02-23,1.36931,1.37863,1.36809,1.37699,205405.0,0
1243,2011-02-24,1.37697,1.3823,1.3704,1.38094,220760.0,1
1244,2011-02-25,1.38094,1.38377,1.37237,1.37529,165629.0,1
1245,2011-02-27,1.37529,1.37623,1.37111,1.37213,12129.0,1
1246,2011-02-28,1.3721,1.38544,1.37177,1.38241,184563.0,1
1247,2011-03-01,1.38241,1.38538,1.37632,1.37702,191502.0,1
1248,2011-03-02,1.37702,1.38897,1.3743,1.38549,182977.0,1
1249,2011-03-03,1.38549,1.3971,1.38327,1.39583,180077.0,1
1250,2011-03-04,1.39583,1.40064,1.39412,1.39863,140307.0,0
1251,2011-03-06,1.39889,1.3998,1.39711,1.39721,9544.0,0
1252,2011-03-07,1.39721,1.40356,1.39554,1.39667,190506.0,0
1253,2011-03-08,1.39663,1.3988,1.38632,1.38804,179851.0,1
1254,2011-03-09,1.38802,1.39411,1.38554,1.39155,185240.0,1
1256,2011-03-11,1.3815,1.3914,1.3752,1.39024,166970.0,1
1257,2011-03-13,1.39633,1.39722,1.39159,1.3928,28358.0,0
1258,2011-03-14,1.3928,1.40028,1.39044,1.39825,174138.0,1
1259,2011-03-15,1.39825,1.40127,1.38553,1.3972,248740.0,1
1260,2011-03-16,1.3972,1.40007,1.38665,1.38904,239354.0,1
1261,2011-03-17,1.38903,1.40519,1.38869,1.4005,227946.0,1
1263,2011-03-20,1.41933,1.41958,1.4159,1.41599,18114.0,0
1264,2011-03-21,1.416,1.42388,1.41396,1.42156,151434.0,0
1265,2011-03-22,1.42156,1.4248,1.41536,1.41621,163576.0,0
1266,2011-03-23,1.41623,1.42142,1.40769,1.41042,181162.0,0
1267,2011-03-24,1.41046,1.42158,1.40533,1.41752,177631.0,0
1268,2011-03-25,1.41751,1.41932,1.40554,1.40869,159756.0,1
1269,2011-03-27,1.40353,1.40535,1.40207,1.40475,13743.0,1
1270,2011-03-28,1.40478,1.4115,1.40262,1.40851,142918.0,1
1271,2011-03-29,1.40852,1.41484,1.40472,1.40961,171520.0,1
1272,2011-03-30,1.40961,1.41468,1.40518,1.41367,181632.0,1
1273,2011-03-31,1.41369,1.42328,1.41268,1.41649,180889.0,1
1274,2011-04-01,1.41649,1.42451,1.40618,1.42331,161801.0,1
1275,2011-04-03,1.42276,1.42678,1.42169,1.42428,15306.0,1
1276,2011-04-04,1.42427,1.42497,1.41919,1.4208,149656.0,1
1277,2011-04-05,1.4208,1.42466,1.41514,1.4246,156674.0,1
1278,2011-04-06,1.42458,1.43489,1.42317,1.43154,171203.0,1
1279,2011-04-07,1.43156,1.43237,1.42441,1.43111,184539.0,1
1280,2011-04-08,1.4311,1.44872,1.43085,1.44801,159297.0,0
1281,2011-04-10,1.44702,1.44831,1.4445,1.4449,17244.0,0
1282,2011-04-11,1.44489,1.44731,1.4358055029004335,1.44122,155980.0,1
1283,2011-04-12,1.44122,1.45185,1.4377,1.44782,212215.0,0
1284,2011-04-13,1.44782,1.45195,1.4411,1.44244,179289.0,0
1285,2011-04-14,1.44244,1.4514,1.43649,1.44905,198748.0,0
1286,2011-04-15,1.44905,1.44998,1.43906,1.44274,156286.0,0
1287,2011-04-17,1.44086,1.44195,1.43684,1.43694,16120.0,1
1288,2011-04-18,1.43695,1.43875,1.41606,1.42388,193641.0,1
1289,2011-04-19,1.42388,1.43727,1.4205,1.4363,189963.0,1
1290,2011-04-20,1.43632,1.45735,1.4363,1.45555,215403.0,1
1291,2011-04-21,1.45554,1.46482,1.45312,1.45658,176124.0,0
1292,2011-04-22,1.45658,1.45878,1.45334,1.45602,47975.0,1
1293,2011-04-24,1.45588,1.46053,1.45506,1.45779,16917.0,1
1294,2011-04-25,1.4578,1.46268,1.4493,1.4594874999999998,121656.0,1
1295,2011-04-26,1.4506,1.47101,1.45057,1.46857,190975.0,1
1296,2011-04-27,1.46857,1.48344,1.46324,1.48305,198314.0,0
1297,2011-04-28,1.48303,1.48788,1.47725,1.4824,188803.0,0
1298,2011-04-29,1.48233,1.48776,1.48037,1.48043,115513.0,1
1299,2011-05-01,1.4813,1.4863,1.47799,1.48302,24250.0,1
1300,2011-05-02,1.48302,1.49015,1.47628,1.48031,157090.0,0
1301,2011-05-03,1.48032,1.48888,1.4754,1.48267,201770.0,0
